#	x_axis	y_axis
	 0	0.838159
	 1	0.846129
	 2	0.575454
	 3	0.480956
	 4	0.97976
	 5	1.0642
	 6	0.790528
	 7	0.854377
	 8	0.890712
	 9	0.775433
	 10	0.735288
	 11	0.973079
	 12	0.899252
	 13	0.695708
	 14	0.504791
	 15	0.644706
	 16	0.719977
	 17	0.690408
	 18	0.83048
	 19	0.899137
	 20	0.676002
	 21	0.566661
	 22	0.671353
	 23	0.665222
	 24	0.269313
	 25	0.0939492
	 26	0.433199
	 27	0.412637
	 28	0.140793
	 29	0.289783
	 30	0.487962
	 31	0.243382
	 32	0.103353
	 33	0.384293
	 34	0.42573
	 35	-0.0557375
	 36	-0.368354
	 37	-0.412705
	 38	-0.586809
	 39	-0.584617
	 40	-0.131283
	 41	-0.184229
	 42	-1.02407
	 43	-0.962213
	 44	-0.688209
	 45	-0.564156
	 46	-0.446059
	 47	-0.216705
	 48	-0.699238
	 49	-1.61072
	 50	-0.814822
	 51	-0.655821
	 52	-0.407847
	 53	-0.534075
	 54	-0.82607
	 55	-1.00361
	 56	-1.08823
	 57	-0.796196
	 58	-0.381495
	 59	0.075818
	 60	-0.401826
	 61	-1.01989
	 62	-0.968719
	 63	-0.941872
	 64	-0.660506
	 65	-0.111122
	 66	0.129566
	 67	-0.343512
	 68	-0.652084
	 69	-0.209033
	 70	0.121619
	 71	0.108357
	 72	0.309213
	 73	0.44446
	 74	-0.0401205
	 75	-0.545991
	 76	-0.1383
	 77	0.334619
	 78	0.319954
	 79	0.195268
	 80	0.262255
	 81	0.0766714
	 82	-0.132133
	 83	0.360782
	 84	0.752219
	 85	0.6096
	 86	0.115727
	 87	-0.07487
	 88	-0.20058
	 89	-0.22507
	 90	0.153611
	 91	0.448892
	 92	0.196586
	 93	-0.274069
	 94	-0.07463
	 95	0.217114
	 96	0.166249
	 97	0.151247
	 98	0.275875
	 99	0.0391924
	 100	-0.425144
	 101	-0.225628
	 102	0.0642001
	 103	-0.096152
	 104	-0.23586
	 105	0.0978365
	 106	0.259224
	 107	0.0563363
	 108	0.0851884
	 109	0.317787
	 110	0.079058
	 111	-0.211649
	 112	0.0785509
	 113	0.210762
	 114	-0.18262
	 115	-0.358239
	 116	-0.0728628
	 117	-0.0140086
	 118	-0.094293
	 119	0.205634
	 120	0.417321
	 121	0.0942241
	 122	-0.251716
	 123	-0.00436396
	 124	0.10208
	 125	-0.102446
	 126	-0.0450286
	 127	-0.0501735
	 128	-0.489713
	 129	-0.657437
	 130	-0.158269
	 131	0.207464
	 132	-0.0198203
	 133	-0.161583
	 134	-0.0646302
	 135	-0.374083
	 136	-0.644625
	 137	-0.207615
	 138	0.171689
	 139	-0.235847
	 140	-0.803747
	 141	-0.641875
	 142	-0.479385
	 143	-0.449321
	 144	-0.0191313
	 145	0.267639
	 146	-0.15298
	 147	-0.644287
	 148	-0.430928
	 149	-0.194798
	 150	-0.277077
	 151	-0.174396
	 152	-0.116245
	 153	-0.561146
	 154	-0.805301
	 155	-0.255055
	 156	0.178322
	 157	-0.0172641
	 158	-0.122768
	 159	0.0954549
	 160	-0.0581901
	 161	-0.456315
	 162	-0.218467
	 163	0.146775
	 164	-0.117683
	 165	-0.542141
	 166	-0.315758
	 167	-0.111023
	 168	-0.262119
	 169	-0.098064
	 170	0.264343
	 171	0.158094
	 172	-0.139405
	 173	0.000402689
	 174	0.118448
	 175	-0.129242
	 176	-0.114059
	 177	0.0971005
	 178	-0.135948
	 179	-0.414776
	 180	-0.0998379
	 181	0.207273
	 182	0.0128134
	 183	-0.154594
	 184	0.17122
	 185	0.216896
	 186	-0.163015
	 187	-0.261478
	 188	-0.215354
	 189	-0.482127
	 190	-0.651175
	 191	-0.217665
	 192	-0.0228297
	 193	-0.416886
	 194	-0.513689
	 195	-0.227001
	 196	-0.282276
	 197	-0.299311
	 198	0.0937173
	 199	0.00687505
	 200	-0.77985
	 201	-0.986188
	 202	-0.672684
	 203	-0.542123
	 204	-0.461017
	 205	-0.230912
	 206	-0.513456
	 207	-1.29897
	 208	-0.850483
	 209	-0.497803
	 210	0.00545008
	 211	-0.166193
	 212	-0.669729
	 213	-1.22536
	 214	-1.32595
	 215	-0.666263
	 216	-0.380623
	 217	-0.0107105
	 218	-0.766682
	 219	-1.24031
	 220	-1.03719
	 221	-0.884738
	 222	-0.609258
	 223	-0.00196276
	 224	-0.103185
	 225	-1.30542
	 226	-1.12305
	 227	-0.796198
	 228	-0.737223
	 229	-0.592833
	 230	-0.399586
	 231	-0.584865
	 232	-1.24622
	 233	-0.97038
	 234	-0.604096
	 235	-0.317662
	 236	-0.422805
	 237	-0.53219
	 238	-0.848838
	 239	-1.34624
	 240	-0.889479
	 241	-0.56396
	 242	-0.323598
	 243	-0.736121
	 244	-0.769327
	 245	-0.584982
	 246	-0.739919
	 247	-0.72892
	 248	-0.245808
	 249	-0.0108535
	 250	-0.643701
	 251	-1.00043
	 252	-0.763949
	 253	-0.716685
	 254	-0.646476
	 255	-0.349435
	 256	-0.33877
	 257	-0.859573
	 258	-0.961895
	 259	-0.553651
	 260	-0.344101
	 261	-0.396501
	 262	-0.349472
	 263	-0.590139
	 264	-1.25567
	 265	-1.02745
	 266	-0.628046
	 267	-0.339732
	 268	-0.703337
	 269	-0.794617
	 270	-0.616498
	 271	-0.777089
	 272	-0.889684
	 273	-0.466886
	 274	-0.242133
	 275	-0.771929
	 276	-0.978689
	 277	-0.824754
	 278	-0.877259
	 279	-0.905672
	 280	-0.686075
	 281	-0.600705
	 282	-0.829906
	 283	-0.84164
	 284	-0.480866
	 285	-0.415709
	 286	-0.778297
	 287	-0.69331
	 288	-0.363685
	 289	-0.435234
	 290	-0.687377
	 291	-0.517944
	 292	-0.669617
	 293	-0.986831
	 294	-0.668228
	 295	0.0295943
	 296	0.292555
	 297	-0.108934
	 298	-0.436883
	 299	-0.448876
	 300	-0.506984
	 301	-0.328308
	 302	0.254206
	 303	0.279338
	 304	-0.489734
	 305	-0.878939
	 306	-0.4411
	 307	-0.0465867
	 308	0.268136
	 309	0.607103
	 310	0.500502
	 311	-0.221688
	 312	-0.576289
	 313	0.0275372
	 314	0.508041
	 315	0.503295
	 316	0.358698
	 317	0.0272265
	 318	-0.464131
	 319	-0.303564
	 320	0.442217
	 321	0.780632
	 322	0.663796
	 323	0.36039
	 324	0.209592
	 325	-0.0390937
	 326	-0.0123482
	 327	0.501969
	 328	0.665634
	 329	0.246324
	 330	-0.356046
	 331	-0.0762178
	 332	0.249444
	 333	0.336244
	 334	0.550697
	 335	0.682323
	 336	0.316807
	 337	-0.278763
	 338	-0.0624993
	 339	0.166611
	 340	-0.101019
	 341	-0.350677
	 342	-0.24345
	 343	-0.384728
	 344	-0.624336
	 345	-0.421997
	 346	-0.340446
	 347	-0.701382
	 348	-0.59146
	 349	-0.214249
	 350	-0.36635
	 351	-0.881748
	 352	-0.718807
	 353	-0.526963
	 354	-0.908408
	 355	-0.953342
	 356	-0.640978
	 357	-0.490076
	 358	-0.74256
	 359	-0.686507
	 360	-0.327012
	 361	-0.372019
	 362	-0.758643
	 363	-0.595148
	 364	-0.370318
	 365	-0.569742
	 366	-0.646437
	 367	-0.433738
	 368	-0.554694
	 369	-0.777003
	 370	-0.330711
	 371	0.250986
	 372	0.265116
	 373	0.037179
	 374	0.0465898
	 375	0.0251587
	 376	-0.181542
	 377	0.112183
	 378	0.545908
	 379	0.452507
	 380	-0.135491
	 381	-0.102919
	 382	0.283863
	 383	0.412726
	 384	0.654883
	 385	0.944932
	 386	0.776969
	 387	0.404088
	 388	0.346152
	 389	0.669799
	 390	0.705511
	 391	0.666393
